Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,100
Base Time Seconds,1721152488
Base Time Fractional,.227927140
Base Time,07/16/2024 17:54:48.227927140
Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Relative Time
-2.095370206234e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-51.0087471008301,Volt DC,100,T,2W,F,F,5.862511260
-2.066378783638e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-51.1084060668945,Volt DC,100,T,2W,F,F,6.448771120
-2.052096021998e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-51.2081069946289,Volt DC,100,T,2W,F,F,7.035012280
-2.013620701291e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-51.3145790100098,Volt DC,100,T,2W,F,F,7.621281860
-1.997250365093e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-51.4140243530273,Volt DC,100,T,2W,F,F,8.207526800
-1.988315574408e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-51.5138435363770,Volt DC,100,T,2W,F,F,8.793771980
-1.930289101892e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-51.6135597229004,Volt DC,100,T,2W,F,F,9.380001240
-1.910467943844e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-51.7131233215332,Volt DC,100,T,2W,F,F,9.966267500
-1.890672223226e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-51.8196105957031,Volt DC,100,T,2W,F,F,10.552532740
-1.888353438062e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-51.9195899963379,Volt DC,100,T,2W,F,F,11.138756320
-1.910197227062e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-52.0194129943848,Volt DC,100,T,2W,F,F,11.724990240
-1.902117077179e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-52.1190719604492,Volt DC,100,T,2W,F,F,12.311237880
-1.969567335891e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-52.2189178466797,Volt DC,100,T,2W,F,F,12.897482080
-1.980974957405e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-52.3246765136719,Volt DC,100,T,2W,F,F,13.483738040
-2.14581220348e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-52.4245071411133,Volt DC,100,T,2W,F,F,14.069995380
-2.325077161913e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-52.5241432189941,Volt DC,100,T,2W,F,F,14.656221180
-2.494851685242e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-52.6239814758301,Volt DC,100,T,2W,F,F,15.242466200
-2.767277180737e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-52.7237434387207,Volt DC,100,T,2W,F,F,15.828722240
-3.037654607851e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-52.8302040100098,Volt DC,100,T,2W,F,F,16.414969520
-3.345095649365e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-52.9297981262207,Volt DC,100,T,2W,F,F,17.001189360
-3.685625529215e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-53.0294952392578,Volt DC,100,T,2W,F,F,17.587434280
-4.022816710858e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-53.1287727355957,Volt DC,100,T,2W,F,F,18.173683440
-4.430393687471e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-53.2285919189453,Volt DC,100,T,2W,F,F,18.759928180
-4.865927962783e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-53.3349380493164,Volt DC,100,T,2W,F,F,19.346180200
-5.290216336107e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-53.4345855712891,Volt DC,100,T,2W,F,F,19.932413760
-5.801334168609e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-53.5346450805664,Volt DC,100,T,2W,F,F,20.518681260
-6.253180231397e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-53.6344642639160,Volt DC,100,T,2W,F,F,21.104927520
-6.796954039601e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-53.7341651916504,Volt DC,100,T,2W,F,F,21.691185420
-7.420271117553e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-53.8404998779297,Volt DC,100,T,2W,F,F,22.277440280
-7.958552146192e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-53.9401550292969,Volt DC,100,T,2W,F,F,22.863702300
-8.586246167397e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-54.0394477844238,Volt DC,100,T,2W,F,F,23.449931220
-9.20288641737e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-54.1391220092773,Volt DC,100,T,2W,F,F,24.036183140
-9.862108072412e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,-54.2385826110840,Volt DC,100,T,2W,F,F,24.622454540
-1.060279601006e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-54.3461151123047,Volt DC,100,T,2W,F,F,25.501775140
-1.119370722336e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-54.4460830688477,Volt DC,100,T,2W,F,F,26.073328300
-1.189924432765e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-54.5458831787109,Volt DC,100,T,2W,F,F,26.644857180
-1.261736542801e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-54.6454811096191,Volt DC,100,T,2W,F,F,27.216393100
-1.331761041001e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-54.7452354431152,Volt DC,100,T,2W,F,F,27.787902340
-1.413560767105e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-54.8478660583496,Volt DC,100,T,2W,F,F,28.359425560
-1.500718326497e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-54.9508476257324,Volt DC,100,T,2W,F,F,28.930955920
-1.572871155986e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-55.0505790710449,Volt DC,100,T,2W,F,F,29.502489880
-1.661453779889e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-55.1504287719727,Volt DC,100,T,2W,F,F,30.074026140
-1.747028022692e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-55.2537727355957,Volt DC,100,T,2W,F,F,30.645548720
-1.835661691985e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-55.3535041809082,Volt DC,100,T,2W,F,F,31.217075480
-1.934234660439e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-55.4533004760742,Volt DC,100,T,2W,F,F,31.788603680
-2.02766818802e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-55.5563812255859,Volt DC,100,T,2W,F,F,32.360149860
-2.124442744389e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-55.6561508178711,Volt DC,100,T,2W,F,F,32.931659900
-2.222869397883e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-55.7586975097656,Volt DC,100,T,2W,F,F,33.503175800
-2.334083546884e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-55.8585433959961,Volt DC,100,T,2W,F,F,34.074699160
-2.420682221782e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-55.9582138061523,Volt DC,100,T,2W,F,F,34.646237360
-2.519227109588e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-56.0580253601074,Volt DC,100,T,2W,F,F,35.217758060
-2.642768095029e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-56.1612319946289,Volt DC,100,T,2W,F,F,35.789270600
-2.784886646623e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-56.2644042968750,Volt DC,100,T,2W,F,F,36.360790020
-2.903710537794e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-56.3641204833984,Volt DC,100,T,2W,F,F,36.932332200
-2.983532340295e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-56.4639663696289,Volt DC,100,T,2W,F,F,37.503851600
-3.118026825177e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-56.5632362365723,Volt DC,100,T,2W,F,F,38.075389580
-3.233683173676e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-56.6629333496094,Volt DC,100,T,2W,F,F,38.646902780
-3.365789780219e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-56.7693367004395,Volt DC,100,T,2W,F,F,39.218408900
-3.481319708953e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-56.8689231872559,Volt DC,100,T,2W,F,F,39.789920940
-3.635793291323e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-56.9690551757813,Volt DC,100,T,2W,F,F,40.361462280
-3.759360424738e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-57.0687294006348,Volt DC,100,T,2W,F,F,40.933002640
-3.883407771355e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-57.1685638427734,Volt DC,100,T,2W,F,F,41.504535880
-4.041016381962e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-57.2749290466309,Volt DC,100,T,2W,F,F,42.076037660
-4.166159669694e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-57.3741378784180,Volt DC,100,T,2W,F,F,42.647553880
-4.336671736382e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-57.4739036560059,Volt DC,100,T,2W,F,F,43.219084000
-4.500929662754e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-57.5738182067871,Volt DC,100,T,2W,F,F,43.790605540
-4.630337571143e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-57.6733207702637,Volt DC,100,T,2W,F,F,44.362128360
-4.799489488505e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-57.7799911499023,Volt DC,100,T,2W,F,F,44.933669860
-4.967352651875e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-57.8796310424805,Volt DC,100,T,2W,F,F,45.505197760
-5.094003881823e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-57.9794082641602,Volt DC,100,T,2W,F,F,46.076716560
-5.290713488648e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-58.0789871215820,Volt DC,100,T,2W,F,F,46.648236960
-5.460258762469e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-58.1787490844727,Volt DC,100,T,2W,F,F,47.219765580
-5.615511327051e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-58.2845840454102,Volt DC,100,T,2W,F,F,47.791281180
-5.814533324155e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-58.3844261169434,Volt DC,100,T,2W,F,F,48.362810200
-5.963578587398e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-58.4842109680176,Volt DC,100,T,2W,F,F,48.934340240
-6.142573965917e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-58.5838546752930,Volt DC,100,T,2W,F,F,49.505859920
-6.379899787134e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-58.6838378906250,Volt DC,100,T,2W,F,F,50.077380080
-6.539225978486e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-58.7901611328125,Volt DC,100,T,2W,F,F,50.648900820
-6.75586034049e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-58.8899116516113,Volt DC,100,T,2W,F,F,51.220421240
-6.913375273143e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-58.9895896911621,Volt DC,100,T,2W,F,F,51.791964900
-7.145884865167e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-59.0888214111328,Volt DC,100,T,2W,F,F,52.363502320
-7.366524641839e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-59.1886329650879,Volt DC,100,T,2W,F,F,52.935018580
-7.592721885885e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-59.2949371337891,Volt DC,100,T,2W,F,F,53.506549900
-7.809508133505e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-59.3946342468262,Volt DC,100,T,2W,F,F,54.078069360
-7.989802725206e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-59.4948692321777,Volt DC,100,T,2W,F,F,54.649600720
-8.199162948586e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-59.5946044921875,Volt DC,100,T,2W,F,F,55.221116640
-8.484007594234e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-59.6944808959961,Volt DC,100,T,2W,F,F,55.792661160
-8.685580723977e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-59.7974243164063,Volt DC,100,T,2W,F,F,56.364196900
-8.970157978183e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-59.9006004333496,Volt DC,100,T,2W,F,F,56.935740440
-9.191257049679e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-59.9998626708984,Volt DC,100,T,2W,F,F,57.507266180
